id,RX_SENSITIVITY_DBM,RSSI_INFLECTION_POINT,TRANSMITTING_RANGE,PATH_LOSS_EXPONENT,AWGN_SIGMA,mean_rssi_dbm,loss_rate_pct,throughput_pkt_s,mean_delay_s
329,-100,-55.0,35.0,2.5,10.0,-59.98,52.32,38.15,0.7811
330,-100,-55.0,35.0,3.0,1.0,-51.86,38.42,49.27,0.3075
332,-100,-55.0,35.0,3.0,4.0,-54.1433,45.74,43.41,0.3635
331,-100,-55.0,35.0,3.0,2.5,-52.94,39.71,48.23,0.4468
333,-100,-55.0,35.0,3.0,5.5,-53.1033,44.18,44.66,0.389
334,-100,-55.0,35.0,3.0,7.0,-52.4967,36.01,51.19,0.4732
335,-100,-55.0,35.0,3.0,8.5,-52.4033,34.11,52.71,0.4961
336,-100,-55.0,35.0,3.0,10.0,-50.68,32.19,54.25,0.4745
337,-100,-55.0,35.0,3.5,1.0,-45.91,20.18,63.86,0.1671
338,-100,-55.0,35.0,3.5,2.5,-47.3767,32.48,54.02,0.3788
339,-100,-55.0,35.0,3.5,4.0,-47.3067,28.8,56.96,0.2988
340,-100,-55.0,35.0,3.5,5.5,-44.9267,20.17,63.87,0.2416
344,-100,-55.0,35.0,4.0,1.0,-40.3567,20.03,63.98,0.1469
341,-100,-55.0,35.0,3.5,7.0,-45.9,20.25,63.81,0.213
345,-100,-55.0,35.0,4.0,2.5,-38.9767,20.02,63.99,0.1455
342,-100,-55.0,35.0,3.5,8.5,-47.18,23.1,61.53,0.3035
343,-100,-55.0,35.0,3.5,10.0,-48.0,29.35,56.52,0.3826
346,-100,-55.0,35.0,4.0,4.0,-40.72,20.21,63.84,0.1904
347,-100,-55.0,35.0,4.0,5.5,-39.0467,20.05,63.97,0.1792
348,-100,-55.0,35.0,4.0,7.0,-38.8633,20.03,63.98,0.1751
351,-100,-55.0,40.0,2.0,1.0,-62.565,98.49,1.21,1.133
349,-100,-55.0,35.0,4.0,8.5,-38.4733,20.2,63.84,0.1817
350,-100,-55.0,35.0,4.0,10.0,-39.74,21.27,62.99,0.2239
352,-100,-55.0,40.0,2.0,2.5,-55.08,80.87,15.3,0.5352
354,-100,-55.0,40.0,2.0,5.5,-67.64,89.56,8.36,1.0248
353,-100,-55.0,40.0,2.0,4.0,-67.3933,96.12,3.11,1.1256
355,-100,-55.0,40.0,2.0,7.0,-69.21,86.66,10.67,0.8952
357,-100,-55.0,40.0,2.0,10.0,-70.36,85.38,11.7,1.5161
358,-100,-55.0,40.0,2.5,1.0,-58.2533,72.87,21.71,0.2309
356,-100,-55.0,40.0,2.0,8.5,-65.64,75.73,19.42,0.9463
359,-100,-55.0,40.0,2.5,2.5,-58.85,77.76,17.79,0.9102
360,-100,-55.0,40.0,2.5,4.0,-59.9667,68.23,25.42,0.6415
361,-100,-55.0,40.0,2.5,5.5,-60.97,69.9,24.09,0.9471
362,-100,-55.0,40.0,2.5,7.0,-55.9333,46.87,42.51,0.5872
364,-100,-55.0,40.0,2.5,10.0,-60.34,50.72,39.43,0.6304
363,-100,-55.0,40.0,2.5,8.5,-57.9967,48.66,41.08,0.766
366,-100,-55.0,40.0,3.0,2.5,-50.1,35.74,51.41,0.3491
365,-100,-55.0,40.0,3.0,1.0,-50.4767,31.99,54.41,0.2954
367,-100,-55.0,40.0,3.0,4.0,-52.1467,43.42,45.27,0.4723
368,-100,-55.0,40.0,3.0,5.5,-49.28,24.83,60.14,0.3248
369,-100,-55.0,40.0,3.0,7.0,-51.87,28.6,57.12,0.4243
371,-100,-55.0,40.0,3.0,10.0,-51.9833,25.67,59.47,0.3797
370,-100,-55.0,40.0,3.0,8.5,-52.4533,29.31,56.56,0.4523
372,-100,-55.0,40.0,3.5,1.0,-45.7967,24.27,60.59,0.2564
373,-100,-55.0,40.0,3.5,2.5,-43.0633,20.16,63.87,0.213
374,-100,-55.0,40.0,3.5,4.0,-42.2767,20.04,63.97,0.1541
375,-100,-55.0,40.0,3.5,5.5,-44.38,24.73,60.22,0.2748
376,-100,-55.0,40.0,3.5,7.0,-44.0633,20.82,63.35,0.254
379,-100,-55.0,40.0,4.0,1.0,-34.6233,20.03,63.98,0.1436
378,-100,-55.0,40.0,3.5,10.0,-41.3233,20.25,63.81,0.2349
377,-100,-55.0,40.0,3.5,8.5,-42.82,21.07,63.15,0.2309
380,-100,-55.0,40.0,4.0,2.5,-35.4967,20.04,63.97,0.1433
381,-100,-55.0,40.0,4.0,4.0,-36.99,20.03,63.98,0.1592
382,-100,-55.0,40.0,4.0,5.5,-34.4967,20.03,63.98,0.1452
383,-100,-55.0,40.0,4.0,7.0,-35.3067,20.03,63.98,0.1546
386,-100,-55.0,45.0,2.0,1.0,-57.07,97.01,2.39,1.0731
384,-100,-55.0,40.0,4.0,8.5,-39.8733,20.52,63.59,0.2088
387,-100,-55.0,45.0,2.0,2.5,-62.27,99.86,0.11,2.3459
385,-100,-55.0,40.0,4.0,10.0,-36.2933,20.04,63.97,0.2286
388,-100,-55.0,45.0,2.0,4.0,-64.6267,94.51,4.39,1.2019
389,-100,-55.0,45.0,2.0,5.5,-63.6733,84.32,12.54,1.4516
390,-100,-55.0,45.0,2.0,7.0,-66.3367,83.75,13.0,1.0284
391,-100,-55.0,45.0,2.0,8.5,-62.9967,67.55,25.96,0.8691
392,-100,-55.0,45.0,2.0,10.0,-62.8233,68.31,25.35,1.1478
393,-100,-55.0,45.0,2.5,1.0,-59.8433,90.75,7.4,0.7288
394,-100,-55.0,45.0,2.5,2.5,-57.0033,54.93,36.06,0.4582
395,-100,-55.0,45.0,2.5,4.0,-57.3367,61.16,31.08,0.7063
396,-100,-55.0,45.0,2.5,5.5,-58.3733,53.25,37.4,0.5941
397,-100,-55.0,45.0,2.5,7.0,-58.7233,52.2,38.25,0.5642
399,-100,-55.0,45.0,2.5,10.0,-58.76,47.07,42.35,0.7684
398,-100,-55.0,45.0,2.5,8.5,-59.39,54.05,36.76,0.7669
400,-100,-55.0,45.0,3.0,1.0,-52.06,46.8,42.56,0.3015
401,-100,-55.0,45.0,3.0,2.5,-50.21,27.06,58.35,0.2657
402,-100,-55.0,45.0,3.0,4.0,-49.6367,42.84,45.73,0.2298
403,-100,-55.0,45.0,3.0,5.5,-48.8433,26.47,58.82,0.3254
404,-100,-55.0,45.0,3.0,7.0,-52.72,34.83,52.15,0.3781
405,-100,-55.0,45.0,3.0,8.5,-50.58,23.01,61.59,0.3391
407,-100,-55.0,45.0,3.5,1.0,-40.26,20.02,63.98,0.1456
406,-100,-55.0,45.0,3.0,10.0,-49.01,26.89,58.49,0.3928
408,-100,-55.0,45.0,3.5,2.5,-42.5267,20.04,63.98,0.1814
409,-100,-55.0,45.0,3.5,4.0,-44.1333,22.76,61.8,0.2766
410,-100,-55.0,45.0,3.5,5.5,-44.7133,20.59,63.53,0.2065
411,-100,-55.0,45.0,3.5,7.0,-45.68,25.16,59.87,0.336
412,-100,-55.0,45.0,3.5,8.5,-42.07,21.61,62.72,0.2494
414,-100,-55.0,45.0,4.0,1.0,-34.9433,20.04,63.98,0.1734
415,-100,-55.0,45.0,4.0,2.5,-35.4633,20.04,63.98,0.1488
413,-100,-55.0,45.0,3.5,10.0,-42.8233,20.26,63.8,0.2362
416,-100,-55.0,45.0,4.0,4.0,-33.7533,20.03,63.99,0.1592
417,-100,-55.0,45.0,4.0,5.5,-32.3833,20.03,63.98,0.146
418,-100,-55.0,45.0,4.0,7.0,-33.8767,20.05,63.97,0.1857
421,-100,-55.0,50.0,2.0,1.0,-64.6533,99.97,0.02,1.1074
419,-100,-55.0,45.0,4.0,8.5,-33.5467,20.03,63.98,0.1533
423,-100,-55.0,50.0,2.0,4.0,-62.89,95.81,3.35,1.3739
424,-100,-55.0,50.0,2.0,5.5,-65.7733,94.81,4.15,2.6553
420,-100,-55.0,45.0,4.0,10.0,-36.2233,20.05,63.97,0.1836
422,-100,-55.0,50.0,2.0,2.5,-61.005,91.27,6.98,0.9137
425,-100,-55.0,50.0,2.0,7.0,-64.0067,72.09,22.32,0.5483
426,-100,-55.0,50.0,2.0,8.5,-67.0267,83.16,13.47,1.3988
428,-100,-55.0,50.0,2.5,1.0,-57.9833,73.32,21.34,0.2388
427,-100,-55.0,50.0,2.0,10.0,-63.3767,61.27,30.98,0.9011
429,-100,-55.0,50.0,2.5,2.5,-56.2033,57.26,34.2,0.5435
430,-100,-55.0,50.0,2.5,4.0,-56.2733,49.37,40.5,0.4383
433,-100,-55.0,50.0,2.5,8.5,-55.5067,40.32,47.75,0.611
432,-100,-55.0,50.0,2.5,7.0,-53.86,34.29,52.58,0.4647
434,-100,-55.0,50.0,2.5,10.0,-58.1033,49.27,40.59,0.6547
435,-100,-55.0,50.0,3.0,1.0,-51.47,45.69,43.45,0.1656
431,-100,-55.0,50.0,2.5,5.5,-54.6467,39.59,48.33,0.5266
436,-100,-55.0,50.0,3.0,2.5,-50.3067,29.7,56.24,0.2997
437,-100,-55.0,50.0,3.0,4.0,-50.2533,28.85,56.93,0.3948
438,-100,-55.0,50.0,3.0,5.5,-51.43,34.45,52.45,0.4225
439,-100,-55.0,50.0,3.0,7.0,-50.5667,26.83,58.54,0.3736
440,-100,-55.0,50.0,3.0,8.5,-48.3733,22.71,61.83,0.3316
441,-100,-55.0,50.0,3.0,10.0,-49.0733,25.36,59.72,0.3521
442,-100,-55.0,50.0,3.5,1.0,-41.53,20.01,63.99,0.1904
443,-100,-55.0,50.0,3.5,2.5,-44.3833,20.04,63.97,0.1467
444,-100,-55.0,50.0,3.5,4.0,-43.85,20.04,63.97,0.1524
446,-100,-55.0,50.0,3.5,7.0,-38.5033,20.04,63.98,0.1962
445,-100,-55.0,50.0,3.5,5.5,-42.73,20.05,63.96,0.1671
447,-100,-55.0,50.0,3.5,8.5,-42.8433,20.06,63.96,0.204
448,-100,-55.0,50.0,3.5,10.0,-40.3533,20.14,63.89,0.1903
449,-100,-55.0,50.0,4.0,1.0,-31.5433,20.03,63.97,0.1433
450,-100,-55.0,50.0,4.0,2.5,-31.89,20.03,63.98,0.1545
451,-100,-55.0,50.0,4.0,4.0,-31.9933,20.04,63.97,0.1351
452,-100,-55.0,50.0,4.0,5.5,-34.2467,20.03,63.98,0.1514
453,-100,-55.0,50.0,4.0,7.0,-33.3267,20.02,63.99,0.1633
454,-100,-55.0,50.0,4.0,8.5,-34.77,20.03,63.98,0.1547
458,-100,-55.0,55.0,2.0,4.0,-64.9367,84.93,12.06,0.82
455,-100,-55.0,50.0,4.0,10.0,-32.7533,20.04,63.97,0.1419
456,-100,-55.0,55.0,2.0,1.0,-60.41,96.49,2.81,0.9687
457,-100,-55.0,55.0,2.0,2.5,-62.3133,77.39,18.09,0.3054
459,-100,-55.0,55.0,2.0,5.5,-59.7,67.37,26.1,0.6306
460,-100,-55.0,55.0,2.0,7.0,-63.1833,73.1,21.52,0.9569
461,-100,-55.0,55.0,2.0,8.5,-62.7167,68.88,24.9,1.009
462,-100,-55.0,55.0,2.0,10.0,-64.7933,73.61,21.11,1.3861
463,-100,-55.0,55.0,2.5,1.0,-56.06,73.27,21.38,0.7329
464,-100,-55.0,55.0,2.5,2.5,-56.99,60.38,31.7,0.4437
465,-100,-55.0,55.0,2.5,4.0,-55.5267,57.62,33.91,0.5735
467,-100,-55.0,55.0,2.5,7.0,-56.04,48.54,41.17,0.4393
468,-100,-55.0,55.0,2.5,8.5,-61.4767,64.51,28.39,1.0401
469,-100,-55.0,55.0,2.5,10.0,-56.1233,46.09,43.13,0.7013
466,-100,-55.0,55.0,2.5,5.5,-54.58,36.06,51.15,0.4989
470,-100,-55.0,55.0,3.0,1.0,-45.1833,20.91,63.28,0.1812
472,-100,-55.0,55.0,3.0,4.0,-46.8933,20.05,63.97,0.202
471,-100,-55.0,55.0,3.0,2.5,-49.95,24.64,60.29,0.2851
473,-100,-55.0,55.0,3.0,5.5,-48.6433,25.47,59.62,0.3273
474,-100,-55.0,55.0,3.0,7.0,-51.5733,28.85,56.93,0.4137
475,-100,-55.0,55.0,3.0,8.5,-47.5467,20.62,63.51,0.2542
476,-100,-55.0,55.0,3.0,10.0,-50.7733,26.84,58.53,0.3859
477,-100,-55.0,55.0,3.5,1.0,-39.9633,20.04,63.98,0.1487
478,-100,-55.0,55.0,3.5,2.5,-39.6667,20.02,64.0,0.2025
479,-100,-55.0,55.0,3.5,4.0,-39.86,20.22,63.82,0.1712
480,-100,-55.0,55.0,3.5,5.5,-40.2733,20.02,63.99,0.1469
481,-100,-55.0,55.0,3.5,7.0,-38.2067,20.06,63.96,0.187
482,-100,-55.0,55.0,3.5,8.5,-40.48,20.04,63.97,0.2136
483,-100,-55.0,55.0,3.5,10.0,-36.68,20.03,63.98,0.165
484,-100,-55.0,55.0,4.0,1.0,-33.85,20.02,63.99,0.1466
485,-100,-55.0,55.0,4.0,2.5,-28.0833,20.03,63.98,0.16
486,-100,-55.0,55.0,4.0,4.0,-30.0833,20.01,64.0,0.1778
487,-100,-55.0,55.0,4.0,5.5,-30.6967,20.02,63.99,0.1665
492,-100,-50.0,25.0,2.0,2.5,,100.0,0.0,0.0
488,-100,-55.0,55.0,4.0,7.0,-35.0167,20.03,63.98,0.1767
493,-100,-50.0,25.0,2.0,4.0,-65.375,100.0,0.0,0.9801
489,-100,-55.0,55.0,4.0,8.5,-34.77,20.01,63.99,0.1467
494,-100,-50.0,25.0,2.0,5.5,-67.65,99.93,0.06,1.0521
491,-100,-50.0,25.0,2.0,1.0,-59.0,100.0,0.0,0.648
490,-100,-55.0,55.0,4.0,10.0,-29.6433,20.03,63.98,0.1664
496,-100,-50.0,25.0,2.0,8.5,-69.7133,96.07,3.15,1.5578
495,-100,-50.0,25.0,2.0,7.0,-66.585,96.49,2.8,2.3222
497,-100,-50.0,25.0,2.0,10.0,-70.3733,89.9,8.08,1.0347
498,-100,-50.0,25.0,2.5,1.0,-57.225,99.96,0.03,1.31
499,-100,-50.0,25.0,2.5,2.5,-56.9,99.39,0.48,1.0211
500,-100,-50.0,25.0,2.5,4.0,-62.08,99.74,0.21,2.8531
501,-100,-50.0,25.0,2.5,5.5,-65.0333,98.87,0.91,2.2956
503,-100,-50.0,25.0,2.5,8.5,-64.5,87.37,10.1,1.6822
502,-100,-50.0,25.0,2.5,7.0,-63.1867,84.48,12.41,1.082
505,-100,-50.0,25.0,3.0,1.0,-56.2467,75.57,19.54,0.3049
504,-100,-50.0,25.0,2.5,10.0,-65.26,79.96,16.04,1.097
506,-100,-50.0,25.0,3.0,2.5,-52.13,73.5,21.2,0.2196
507,-100,-50.0,25.0,3.0,4.0,-57.9067,80.91,15.28,0.7213
508,-100,-50.0,25.0,3.0,5.5,-58.7033,77.22,18.23,0.8943
509,-100,-50.0,25.0,3.0,7.0,-56.7933,66.39,26.89,0.5716
510,-100,-50.0,25.0,3.0,8.5,-61.0733,76.65,18.68,1.0967
512,-100,-50.0,25.0,3.5,1.0,-50.3033,52.7,37.84,0.2524
511,-100,-50.0,25.0,3.0,10.0,-59.0533,67.42,26.07,0.9688
515,-100,-50.0,25.0,3.5,5.5,-52.8267,67.88,25.7,0.5123
513,-100,-50.0,25.0,3.5,2.5,-50.8033,53.4,37.28,0.35
514,-100,-50.0,25.0,3.5,4.0,-49.7533,46.25,43.0,0.3597
518,-100,-50.0,25.0,3.5,10.0,-51.8733,52.5,38.0,0.5791
519,-100,-50.0,25.0,4.0,1.0,-41.98,41.29,46.97,0.2051
516,-100,-50.0,25.0,3.5,7.0,-50.1167,41.94,46.45,0.5186
517,-100,-50.0,25.0,3.5,8.5,-53.38,46.82,42.54,0.5839
520,-100,-50.0,25.0,4.0,2.5,-44.7767,24.76,60.19,0.2859
521,-100,-50.0,25.0,4.0,4.0,-43.43,39.51,48.4,0.2743
522,-100,-50.0,25.0,4.0,5.5,-43.1233,37.81,49.75,0.2847
523,-100,-50.0,25.0,4.0,7.0,-41.19,23.97,60.83,0.301
524,-100,-50.0,25.0,4.0,8.5,-47.25,38.04,49.58,0.4229
526,-100,-50.0,30.0,2.0,1.0,,100.0,0.0,0.0
527,-100,-50.0,30.0,2.0,2.5,-57.67,99.81,0.15,1.1671
528,-100,-50.0,30.0,2.0,4.0,-59.0,100.0,0.0,1.9053
530,-100,-50.0,30.0,2.0,7.0,-68.93,99.09,0.73,1.5329
531,-100,-50.0,30.0,2.0,8.5,-67.68,94.49,4.41,2.1189
529,-100,-50.0,30.0,2.0,5.5,-72.24,99.77,0.19,1.0567
525,-100,-50.0,25.0,4.0,10.0,-42.5233,24.9,60.08,0.3679
532,-100,-50.0,30.0,2.0,10.0,-71.5467,93.89,4.88,1.1315
533,-100,-50.0,30.0,2.5,1.0,-57.52,99.27,0.58,1.1049
534,-100,-50.0,30.0,2.5,2.5,-54.54,81.82,14.54,0.466
535,-100,-50.0,30.0,2.5,4.0,-59.2967,96.58,2.74,1.0878
536,-100,-50.0,30.0,2.5,5.5,-63.17,97.56,1.95,1.8616
538,-100,-50.0,30.0,2.5,8.5,-61.04,85.95,11.24,1.9399
540,-100,-50.0,30.0,3.0,1.0,-54.7333,93.46,5.23,1.2834
539,-100,-50.0,30.0,2.5,10.0,-62.2967,75.92,19.26,1.268
537,-100,-50.0,30.0,2.5,7.0,-62.5467,81.68,14.66,0.8224
541,-100,-50.0,30.0,3.0,2.5,-55.3233,72.13,22.3,0.3221
542,-100,-50.0,30.0,3.0,4.0,-55.2533,81.09,15.12,1.2299
543,-100,-50.0,30.0,3.0,5.5,-56.1467,68.67,25.07,0.6523
544,-100,-50.0,30.0,3.0,7.0,-56.68,69.05,24.76,0.9994
546,-100,-50.0,30.0,3.0,10.0,-51.8667,47.28,42.18,0.6422
545,-100,-50.0,30.0,3.0,8.5,-55.7533,55.67,35.47,0.7393
547,-100,-50.0,30.0,3.5,1.0,-47.2733,51.51,38.79,0.2635
549,-100,-50.0,30.0,3.5,4.0,-49.5033,61.05,31.17,0.5795
548,-100,-50.0,30.0,3.5,2.5,-46.28,42.71,45.84,0.3985
550,-100,-50.0,30.0,3.5,5.5,-51.6567,56.6,34.72,0.4896
554,-100,-50.0,30.0,4.0,1.0,-40.5033,20.11,63.92,0.1762
551,-100,-50.0,30.0,3.5,7.0,-48.77,37.09,50.33,0.3987
552,-100,-50.0,30.0,3.5,8.5,-50.06,43.31,45.35,0.4626
553,-100,-50.0,30.0,3.5,10.0,-46.7933,26.49,58.8,0.3908
555,-100,-50.0,30.0,4.0,2.5,-39.1,20.54,63.58,0.1773
556,-100,-50.0,30.0,4.0,4.0,-42.6367,29.1,56.72,0.3205
561,-100,-50.0,35.0,2.0,1.0,,100.0,0.0,0.0
563,-100,-50.0,35.0,2.0,4.0,-61.035,99.7,0.24,2.4992
562,-100,-50.0,35.0,2.0,2.5,,100.0,0.0,0.0
557,-100,-50.0,30.0,4.0,5.5,-38.2167,22.88,61.71,0.2909
558,-100,-50.0,30.0,4.0,7.0,-42.9267,26.77,58.59,0.3688
564,-100,-50.0,35.0,2.0,5.5,-64.375,98.35,1.32,1.0634
560,-100,-50.0,30.0,4.0,10.0,-38.5333,20.37,63.71,0.2219
565,-100,-50.0,35.0,2.0,7.0,-69.5833,98.5,1.2,1.507
559,-100,-50.0,30.0,4.0,8.5,-42.39,20.84,63.33,0.2768
566,-100,-50.0,35.0,2.0,8.5,-69.4333,88.62,9.1,1.0536
567,-100,-50.0,35.0,2.0,10.0,-67.1167,85.26,11.79,1.0226
568,-100,-50.0,35.0,2.5,1.0,-50.01,95.48,3.62,1.6388
569,-100,-50.0,35.0,2.5,2.5,-56.755,79.59,16.33,0.2988
570,-100,-50.0,35.0,2.5,4.0,-61.42,89.35,8.52,1.3026
575,-100,-50.0,35.0,3.0,1.0,-52.66,92.33,6.13,0.8731
571,-100,-50.0,35.0,2.5,5.5,-59.2933,79.58,16.33,0.7789
573,-100,-50.0,35.0,2.5,8.5,-61.6833,81.85,14.52,1.4307
572,-100,-50.0,35.0,2.5,7.0,-61.4333,80.02,15.99,0.9492
576,-100,-50.0,35.0,3.0,2.5,-53.48,79.03,16.78,0.8038
574,-100,-50.0,35.0,2.5,10.0,-60.7767,71.28,22.97,0.9461
577,-100,-50.0,35.0,3.0,4.0,-52.6133,62.98,29.62,0.5242
578,-100,-50.0,35.0,3.0,5.5,-52.56,51.45,38.84,0.629
579,-100,-50.0,35.0,3.0,7.0,-54.88,58.36,33.31,0.711
580,-100,-50.0,35.0,3.0,8.5,-52.49,44.57,44.35,0.4979
581,-100,-50.0,35.0,3.0,10.0,-55.53,55.76,35.4,0.7518
582,-100,-50.0,35.0,3.5,1.0,-44.7733,46.58,42.74,0.141
583,-100,-50.0,35.0,3.5,2.5,-47.58,54.27,36.59,0.5817
584,-100,-50.0,35.0,3.5,4.0,-46.14,42.41,46.07,0.2394
585,-100,-50.0,35.0,3.5,5.5,-47.9367,39.46,48.44,0.3148
589,-100,-50.0,35.0,4.0,1.0,-37.8633,20.01,64.0,0.1668
587,-100,-50.0,35.0,3.5,8.5,-46.2967,30.54,55.57,0.4189
586,-100,-50.0,35.0,3.5,7.0,-46.57,27.57,57.95,0.4169
588,-100,-50.0,35.0,3.5,10.0,-43.9867,22.48,62.02,0.309
590,-100,-50.0,35.0,4.0,2.5,-39.17,20.4,63.68,0.1959
591,-100,-50.0,35.0,4.0,4.0,-36.1967,20.04,63.97,0.1603
592,-100,-50.0,35.0,4.0,5.5,-38.6267,20.17,63.87,0.2359
596,-100,-50.0,40.0,2.0,1.0,,100.0,0.0,0.0
593,-100,-50.0,35.0,4.0,7.0,-41.8633,20.7,63.45,0.2759
597,-100,-50.0,40.0,2.0,2.5,-55.91,99.6,0.32,2.1902
598,-100,-50.0,40.0,2.0,4.0,-61.61,99.81,0.15,1.1019
599,-100,-50.0,40.0,2.0,5.5,-67.9233,97.88,1.69,2.2059
594,-100,-50.0,35.0,4.0,8.5,-39.8333,23.85,60.92,0.2847
595,-100,-50.0,35.0,4.0,10.0,-39.82,20.65,63.49,0.2303
600,-100,-50.0,40.0,2.0,7.0,-65.78,91.89,6.49,0.9591
601,-100,-50.0,40.0,2.0,8.5,-68.2767,94.52,4.39,1.1047
602,-100,-50.0,40.0,2.0,10.0,-67.77,86.13,11.1,1.1166
603,-100,-50.0,40.0,2.5,1.0,-56.33,99.19,0.65,2.2207
604,-100,-50.0,40.0,2.5,2.5,-57.335,98.1,1.52,0.9687
605,-100,-50.0,40.0,2.5,4.0,-58.7933,96.56,2.75,1.7759
606,-100,-50.0,40.0,2.5,5.5,-59.4233,81.97,14.42,0.8677
607,-100,-50.0,40.0,2.5,7.0,-60.1867,75.08,19.94,0.7786
608,-100,-50.0,40.0,2.5,8.5,-61.7833,78.36,17.31,0.9926
609,-100,-50.0,40.0,2.5,10.0,-61.4567,69.94,24.05,1.0153
611,-100,-50.0,40.0,3.0,2.5,-50.75,63.48,29.23,0.5189
610,-100,-50.0,40.0,3.0,1.0,-47.89,53.27,37.38,0.3293
612,-100,-50.0,40.0,3.0,4.0,-52.1167,63.53,29.18,0.4184
613,-100,-50.0,40.0,3.0,5.5,-51.2367,48.69,41.05,0.5419
614,-100,-50.0,40.0,3.0,7.0,-50.0567,42.45,46.05,0.407
615,-100,-50.0,40.0,3.0,8.5,-49.37,40.37,47.71,0.6133
616,-100,-50.0,40.0,3.0,10.0,-52.6367,50.97,39.23,0.7379
617,-100,-50.0,40.0,3.5,1.0,-44.0967,43.74,45.01,0.2113
619,-100,-50.0,40.0,3.5,4.0,-46.4167,38.45,49.25,0.369
618,-100,-50.0,40.0,3.5,2.5,-44.11,31.64,54.7,0.2977
620,-100,-50.0,40.0,3.5,5.5,-44.9633,24.65,60.28,0.3202
621,-100,-50.0,40.0,3.5,7.0,-44.1133,29.72,56.23,0.3301
623,-100,-50.0,40.0,3.5,10.0,-42.33,21.3,62.97,0.3055
624,-100,-50.0,40.0,4.0,1.0,-40.42,20.03,63.98,0.1632
622,-100,-50.0,40.0,3.5,8.5,-45.16,27.76,57.8,0.3993
625,-100,-50.0,40.0,4.0,2.5,-36.65,22.6,61.92,0.1738
626,-100,-50.0,40.0,4.0,4.0,-38.0633,20.03,63.98,0.1727
627,-100,-50.0,40.0,4.0,5.5,-34.97,20.04,63.97,0.1626
628,-100,-50.0,40.0,4.0,7.0,-38.84,26.42,58.87,0.2852
631,-100,-50.0,45.0,2.0,1.0,-60.17,99.99,0.0,1.0451
629,-100,-50.0,40.0,4.0,8.5,-39.2533,23.62,61.11,0.2882
632,-100,-50.0,45.0,2.0,2.5,-55.91,98.71,1.03,1.0143
633,-100,-50.0,45.0,2.0,4.0,-61.22,99.53,0.37,1.1516
635,-100,-50.0,45.0,2.0,7.0,-66.7333,96.32,2.95,2.501
634,-100,-50.0,45.0,2.0,5.5,-66.59,99.27,0.58,1.9232
630,-100,-50.0,40.0,4.0,10.0,-34.85,21.01,63.2,0.2289
636,-100,-50.0,45.0,2.0,8.5,-67.23,91.79,6.57,1.1021
637,-100,-50.0,45.0,2.0,10.0,-69.9733,92.47,6.02,1.117
638,-100,-50.0,45.0,2.5,1.0,-50.57,92.98,5.61,0.9295
639,-100,-50.0,45.0,2.5,2.5,-57.87,89.22,8.62,1.0365
640,-100,-50.0,45.0,2.5,4.0,-60.41,97.44,2.05,2.1738
641,-100,-50.0,45.0,2.5,5.5,-59.4267,85.93,11.25,1.3172
642,-100,-50.0,45.0,2.5,7.0,-55.3633,63.2,29.44,0.786
643,-100,-50.0,45.0,2.5,8.5,-57.3433,67.39,26.09,0.9929
645,-100,-50.0,45.0,3.0,1.0,-51.13,74.83,20.14,0.538
644,-100,-50.0,45.0,2.5,10.0,-58.4467,62.98,29.62,0.9445
646,-100,-50.0,45.0,3.0,2.5,-51.6267,60.82,31.35,0.3799
647,-100,-50.0,45.0,3.0,4.0,-47.2467,39.59,48.33,0.3686
648,-100,-50.0,45.0,3.0,5.5,-52.3367,60.9,31.29,0.4174
649,-100,-50.0,45.0,3.0,7.0,-50.7,49.18,40.66,0.6591
650,-100,-50.0,45.0,3.0,8.5,-47.77,34.73,52.22,0.4752
652,-100,-50.0,45.0,3.5,1.0,-42.76,22.16,62.28,0.1984
651,-100,-50.0,45.0,3.0,10.0,-52.4667,42.91,45.68,0.5788
653,-100,-50.0,45.0,3.5,2.5,-40.5067,24.34,60.54,0.2856
655,-100,-50.0,45.0,3.5,5.5,-40.76,20.65,63.49,0.2014
656,-100,-50.0,45.0,3.5,7.0,-44.9267,26.65,58.69,0.3687
654,-100,-50.0,45.0,3.5,4.0,-42.27,23.17,61.46,0.2746
657,-100,-50.0,45.0,3.5,8.5,-45.0333,31.33,54.94,0.3901
659,-100,-50.0,45.0,4.0,1.0,-36.3733,21.45,62.85,0.2014
660,-100,-50.0,45.0,4.0,2.5,-34.6067,20.03,63.98,0.1469
661,-100,-50.0,45.0,4.0,4.0,-36.1633,20.03,63.98,0.1713
658,-100,-50.0,45.0,3.5,10.0,-42.26,20.97,63.23,0.2813
662,-100,-50.0,45.0,4.0,5.5,-36.8933,20.05,63.97,0.1863
663,-100,-50.0,45.0,4.0,7.0,-31.9,20.04,63.97,0.1607
664,-100,-50.0,45.0,4.0,8.5,-34.35,20.25,63.81,0.1977
665,-100,-50.0,45.0,4.0,10.0,-33.5833,20.04,63.97,0.165
666,-100,-50.0,50.0,2.0,1.0,,100.0,0.0,0.0
667,-100,-50.0,50.0,2.0,2.5,-61.0,100.0,0.0,2.0025
668,-100,-50.0,50.0,2.0,4.0,-60.8,99.28,0.57,1.112
669,-100,-50.0,50.0,2.0,5.5,-62.6167,96.88,2.5,1.5788
671,-100,-50.0,50.0,2.0,8.5,-62.9567,82.2,14.24,1.184
673,-100,-50.0,50.0,2.5,1.0,-55.58,97.34,2.13,2.1467
670,-100,-50.0,50.0,2.0,7.0,-62.67,83.59,13.13,1.0674
