id,RX_SENSITIVITY_DBM,RSSI_INFLECTION_POINT,TRANSMITTING_RANGE,PATH_LOSS_EXPONENT,AWGN_SIGMA,mean_rssi_dbm,std_rssi_dbm,min_rssi_dbm,loss_rate_pct,throughput_pkt_s,mean_delay_s,std_delay_s,std_loss_rate,per_node_min_prr
3744,-100,-80.0,30.0,2.75,13.0,-70.65,14.8419,-100,80.0,24.0,1.655715,1.202977,7.5954,0.087
3745,-100,-80.0,30.0,3.0,1.0,-68.32,8.6256,-84,77.52,26.98,1.108388,0.801094,5.4597,0.1468
3746,-100,-80.0,30.0,3.0,2.5,-68.9,8.9275,-88,77.17,27.39,1.178333,0.751412,4.0512,0.16
3747,-100,-80.0,30.0,3.0,4.0,-68.27,9.3236,-92,77.33,27.21,1.243166,0.922517,6.6285,0.0999
3749,-100,-80.0,30.0,3.0,7.0,-68.74,10.8209,-100,77.69,26.77,1.321213,0.877527,5.4374,0.1233
3748,-100,-80.0,30.0,3.0,5.5,-68.55,10.2724,-96,77.42,27.1,1.280317,0.88835,5.6201,0.1091
3750,-100,-80.0,30.0,3.0,8.5,-68.38,11.8682,-100,78.16,26.21,1.365399,0.882067,5.1093,0.1448
3751,-100,-80.0,30.0,3.0,10.0,-68.27,13.0404,-100,78.59,25.68,1.409944,0.831934,3.7952,0.1514
3752,-100,-80.0,30.0,3.0,11.5,-68.33,14.259,-100,79.02,25.18,1.489497,0.911874,4.3164,0.121
3753,-100,-80.0,30.0,3.0,13.0,-68.34,15.4273,-100,79.47,24.64,1.529969,1.096472,6.6307,0.1031
3755,-100,-80.0,30.0,3.25,2.5,-66.16,10.15,-86,77.11,27.46,1.104547,0.73433,4.2582,0.1581
3756,-100,-80.0,30.0,3.25,4.0,-66.61,10.2069,-92,77.7,26.76,1.175254,0.835873,4.8192,0.1128
3754,-100,-80.0,30.0,3.25,1.0,-65.74,9.4463,-80,75.54,29.34,0.960664,0.607222,2.7232,0.1839
