id,CSMA_MIN_BE,CSMA_MAX_BE,CSMA_MAX_BACKOFF,CSMA_MAX_FRAME_RETRIES,RSSI_INFLECTION_POINT,PATH_LOSS_EXPONENT,AWGN_SIGMA,mean_rssi_dbm,std_rssi_dbm,min_rssi_dbm,loss_rate_pct,throughput_pkt_s,mean_delay_s,std_delay_s,std_loss_rate,per_node_min_prr
56,2,7,4,5,-51.621,2.0707,15.471,-69.76,15.3487,-100,92.55,8.94,3.385433,1.817282,6.7526,0.0105
59,2,8,3,0,-51.621,2.0707,15.471,-69.64,16.3057,-100,94.26,6.89,0.247254,0.177516,5.6211,0.0138
52,2,6,1,10,-51.621,2.0707,15.471,-67.92,15.0273,-100,91.79,9.85,3.107463,0.603519,6.8757,0.0181
60,2,8,5,10,-51.621,2.0707,15.471,-70.8,15.5911,-100,94.47,6.63,7.247986,4.536109,4.1795,0.0087
57,2,8,1,5,-51.621,2.0707,15.471,-69.72,15.135,-100,91.3,10.44,1.631201,0.393671,7.2363,0.0188
62,2,8,10,0,-51.621,2.0707,15.471,-69.12,15.6445,-100,93.56,7.73,0.368021,0.49649,5.4917,0.0176
61,2,8,8,5,-51.621,2.0707,15.471,-69.76,15.7204,-100,93.05,8.34,3.693514,5.025055,9.8764,0.0046
58,2,8,1,10,-51.621,2.0707,15.471,-68.61,15.5521,-100,91.44,10.27,3.198235,0.62747,6.9864,0.0134
63,2,8,10,10,-51.621,2.0707,15.471,-71.11,15.9013,-100,94.95,6.06,8.402682,4.660482,3.5355,0.0115
64,3,3,4,0,-51.621,2.0707,15.471,-69.88,15.7122,-100,93.6,7.68,0.2952,0.145504,5.1539,0.0123
66,3,3,8,0,-51.621,2.0707,15.471,-68.69,15.9871,-100,93.04,8.36,0.323432,0.167351,6.0225,0.0136
65,3,3,6,5,-51.621,2.0707,15.471,-70.53,15.5471,-100,93.31,8.02,3.896995,0.775478,4.1733,0.0205
68,3,4,2,7,-51.621,2.0707,15.471,-70.47,15.7018,-100,94.56,6.53,6.044236,1.516738,3.735,0.0229
69,3,5,3,10,-51.621,2.0707,15.471,-70.73,15.8484,-100,95.38,5.54,9.75405,2.623859,2.7894,0.0164
70,3,5,5,7,-51.621,2.0707,15.471,-69.44,16.1005,-100,95.21,5.74,6.680955,3.710558,5.1159,0.0103
71,3,5,8,3,-51.621,2.0707,15.471,-71.25,15.7077,-100,94.95,6.06,4.031204,1.403646,3.0586,0.0109
67,3,3,8,10,-51.621,2.0707,15.471,-70.18,15.6681,-100,94.07,7.12,6.884522,1.469031,3.9558,0.0219
72,3,6,4,3,-51.621,2.0707,15.471,-70.49,15.822,-100,94.66,6.4,3.748684,1.198796,4.1864,0.0117
73,3,6,10,5,-51.621,2.0707,15.471,-68.31,16.3286,-100,94.44,6.67,4.953348,3.079542,6.7593,0.0092
74,3,7,6,7,-51.621,2.0707,15.471,-69.91,16.1349,-100,95.37,5.56,7.209425,5.77017,4.7078,0.0065
76,3,7,8,10,-51.621,2.0707,15.471,-71.22,15.8148,-100,95.94,4.88,11.203814,4.881798,2.4945,0.0117
75,3,7,8,2,-51.621,2.0707,15.471,-71.02,15.8113,-100,95.02,5.97,3.282924,2.064725,3.4333,0.0113
77,3,8,3,3,-51.621,2.0707,15.471,-70.41,15.8776,-100,94.5,6.6,3.39143,1.451857,4.1814,0.0109
78,3,8,3,7,-51.621,2.0707,15.471,-70.27,16.1109,-100,95.1,5.88,6.771067,2.140196,4.0095,0.0135
79,4,4,1,10,-51.621,2.0707,15.471,-70.84,16.2071,-100,96.06,4.73,10.709546,1.945069,2.5847,0.0133
80,4,4,2,0,-51.621,2.0707,15.471,-70.22,15.8262,-100,94.56,6.53,0.776262,0.350164,4.4433,0.0127
81,4,4,4,5,-51.621,2.0707,15.471,-70.82,15.7519,-100,95.6,5.29,6.558548,1.430197,3.3256,0.0106
82,4,4,5,10,-51.621,2.0707,15.471,-70.46,15.5857,-100,96.04,4.75,11.602357,1.911666,2.3481,0.0118
83,4,4,8,7,-51.621,2.0707,15.471,-70.43,15.7119,-100,95.56,5.33,8.303128,1.974554,3.0399,0.0103
84,4,4,10,3,-51.621,2.0707,15.471,-70.46,15.7685,-100,95.48,5.43,4.729169,0.90404,3.083,0.0146
85,4,5,1,3,-51.621,2.0707,15.471,-70.35,16.0696,-100,95.89,4.93,4.882191,0.970791,3.1342,0.013
86,4,5,6,1,-51.621,2.0707,15.471,-70.57,15.8282,-100,95.65,5.22,2.430892,0.756008,3.4341,0.0105
88,4,5,10,10,-51.621,2.0707,15.471,-70.7,16.2357,-100,96.8,3.84,14.516665,3.657141,2.0767,0.0093
87,4,5,10,0,-51.621,2.0707,15.471,-69.83,16.3702,-100,95.27,5.68,1.056159,0.498279,3.978,0.0095
89,4,6,2,7,-51.621,2.0707,15.471,-70.91,16.2596,-100,96.55,4.14,10.407195,2.093312,2.355,0.0104
90,4,6,3,0,-51.621,2.0707,15.471,-70.29,15.8645,-100,95.46,5.45,1.060991,0.587742,3.8081,0.0112
91,4,6,8,7,-51.621,2.0707,15.471,-70.46,16.1781,-100,96.51,4.19,10.802423,2.777589,2.6104,0.0115
92,4,7,5,10,-51.621,2.0707,15.471,-70.56,16.1399,-100,96.97,3.64,15.234222,4.708403,2.0979,0.0096
93,4,7,10,0,-51.621,2.0707,15.471,-70.21,15.9858,-100,95.82,5.01,1.18121,0.750203,3.5934,0.0089
94,4,8,1,0,-51.621,2.0707,15.471,-70.41,15.7659,-100,95.59,5.29,0.868741,0.405756,3.6667,0.012
95,4,8,1,5,-51.621,2.0707,15.471,-70.91,15.7962,-100,96.15,4.62,7.232997,1.092932,2.6824,0.0123
97,4,8,5,5,-51.621,2.0707,15.471,-70.83,15.7679,-100,96.65,4.01,9.069508,3.81962,2.5519,0.0083
96,4,8,1,10,-51.621,2.0707,15.471,-70.53,16.1537,-100,96.47,4.24,12.788971,2.047669,2.0608,0.0132
98,4,8,6,0,-51.621,2.0707,15.471,-69.07,16.0867,-100,95.52,5.38,1.09388,0.898487,4.6337,0.0071
99,4,8,10,5,-51.621,2.0707,15.471,-70.19,16.2909,-100,96.52,4.18,8.745529,2.901853,2.8958,0.0116
100,4,8,10,10,-51.621,2.0707,15.471,-70.9,15.6948,-100,96.92,3.7,14.858005,6.195196,2.1571,0.0042
