id,CSMA_MIN_BE,CSMA_MAX_BE,CSMA_MAX_BACKOFF,CSMA_MAX_FRAME_RETRIES,RSSI_INFLECTION_POINT,PATH_LOSS_EXPONENT,AWGN_SIGMA,mean_rssi_dbm,std_rssi_dbm,min_rssi_dbm,loss_rate_pct,throughput_pkt_s,mean_delay_s,std_delay_s,std_loss_rate,per_node_min_prr
79,4,4,1,10,-96.6882,1.7063,25.5253,-72.86,21.8571,-100,46.34,64.41,1.485049,0.600045,7.7473,0.4262
80,4,4,2,0,-96.6882,1.7063,25.5253,-73.49,21.7927,-100,30.76,83.15,0.575255,0.285478,3.9115,0.6452
81,4,4,4,5,-96.6882,1.7063,25.5253,-73.0,21.993,-100,40.25,71.73,1.280395,0.471466,4.6689,0.5372
82,4,4,5,10,-96.6882,1.7063,25.5253,-71.75,22.3524,-100,39.19,72.95,1.261352,0.493638,5.2841,0.5101
83,4,4,8,7,-96.6882,1.7063,25.5253,-73.86,21.7017,-100,47.03,63.59,1.505735,0.555269,5.2147,0.4747
84,4,4,10,3,-96.6882,1.7063,25.5253,-72.53,21.9188,-100,41.58,70.14,1.315375,0.456874,3.2042,0.524
86,4,5,6,1,-96.6882,1.7063,25.5253,-71.94,22.2558,-100,43.55,67.75,1.245072,0.586033,10.8374,0.4029
85,4,5,1,3,-96.6882,1.7063,25.5253,-73.0,21.9495,-100,46.84,63.8,1.498145,0.584507,7.5142,0.4258
87,4,5,10,0,-96.6882,1.7063,25.5253,-73.11,21.9969,-100,37.92,74.52,0.746257,0.387428,8.0157,0.5231
90,4,6,3,0,-96.6882,1.7063,25.5253,-72.49,22.0765,-100,40.48,71.43,0.805537,0.487651,8.0894,0.5128
88,4,5,10,10,-96.6882,1.7063,25.5253,-72.36,22.2382,-100,47.5,63.0,1.540229,0.613761,5.5632,0.4432
89,4,6,2,7,-96.6882,1.7063,25.5253,-72.61,22.0638,-100,50.7,59.18,1.671577,0.703468,7.3634,0.3758
91,4,6,8,7,-96.6882,1.7063,25.5253,-72.88,21.9121,-100,47.15,63.44,1.52646,0.606354,5.5139,0.4595
93,4,7,10,0,-96.6882,1.7063,25.5253,-72.84,22.0936,-100,35.73,77.16,0.759639,0.438714,5.3939,0.5591
92,4,7,5,10,-96.6882,1.7063,25.5253,-72.73,22.0242,-100,49.86,60.18,1.634703,0.766354,8.4576,0.3763
94,4,8,1,0,-96.6882,1.7063,25.5253,-72.2,21.9991,-100,36.22,76.56,0.71094,0.351263,7.2028,0.535
95,4,8,1,5,-96.6882,1.7063,25.5253,-72.81,22.0907,-100,49.8,60.25,1.625457,0.586093,3.9326,0.4439
97,4,8,5,5,-96.6882,1.7063,25.5253,-72.66,22.117,-100,56.72,51.95,1.950465,1.156701,12.2145,0.2974
96,4,8,1,10,-96.6882,1.7063,25.5253,-72.27,22.0418,-100,46.44,64.3,1.497092,0.584916,6.3193,0.4563
98,4,8,6,0,-96.6882,1.7063,25.5253,-71.8,22.295,-100,33.55,79.8,0.720719,0.386882,3.6572,0.5949
99,4,8,10,5,-96.6882,1.7063,25.5253,-72.63,21.9239,-100,51.07,58.73,1.686394,0.756427,6.6182,0.4058
100,4,8,10,10,-96.6882,1.7063,25.5253,-72.28,22.0463,-100,48.38,61.97,1.571358,0.771634,10.9618,0.3671
