id,RX_SENSITIVITY_DBM,RSSI_INFLECTION_POINT,TRANSMITTING_RANGE,PATH_LOSS_EXPONENT,AWGN_SIGMA,mean_rssi_dbm,std_rssi_dbm,min_rssi_dbm,loss_rate_pct,throughput_pkt_s,mean_delay_s,std_delay_s,std_loss_rate,per_node_min_prr
437,-100,-120.0,40,5.0,3.0,-26.97,5.3457,-45,2.18,117.59,0.457584,0.251513,2.1922,0.9362
440,-100,-120.0,40,5.0,4.5,-27.84,6.1768,-49,8.01,110.38,0.508954,0.356055,8.0538,0.8202
439,-100,-120.0,40,5.0,4.0,-27.43,5.7506,-48,5.4,113.6,0.48425,0.306878,5.8041,0.8503
438,-100,-120.0,40,5.0,3.5,-26.84,5.8395,-48,2.27,117.44,0.413487,0.243184,1.4725,0.9586
442,-100,-120.0,40,5.0,5.5,-27.29,6.9598,-55,3.55,115.7,0.475437,0.275816,2.1752,0.9336
441,-100,-120.0,40,5.0,5.0,-27.31,6.454,-49,1.63,118.16,0.420966,0.22661,1.1768,0.9604
443,-100,-120.0,40,5.0,6.0,-26.93,7.3824,-55,2.33,117.29,0.40317,0.234073,2.2621,0.936
444,-100,-120.0,40,5.0,6.5,-27.2,7.8308,-56,5.92,112.87,0.505492,0.337328,6.6153,0.8564
445,-100,-120.0,40,5.0,7.0,-27.46,8.434,-58,3.02,116.41,0.44666,0.264195,2.5748,0.9295
446,-100,-120.0,40,5.0,7.5,-27.29,8.255,-61,2.11,117.61,0.430657,0.228545,1.7268,0.9508
448,-100,-120.0,40,5.0,8.5,-27.78,9.4449,-68,3.9,115.31,0.456562,0.280886,5.0488,0.8608
447,-100,-120.0,40,5.0,8.0,-27.17,8.7153,-62,4.57,114.68,0.494888,0.294022,5.763,0.8418
450,-100,-120.0,40,5.0,9.5,-28.02,10.5466,-75,5.78,113.06,0.476534,0.316349,5.253,0.8768
449,-100,-120.0,40,5.0,9.0,-27.02,10.0298,-64,3.77,115.5,0.459139,0.281779,4.5431,0.8725
451,-100,-120.0,40,5.0,10.0,-26.14,10.8337,-69,4.75,114.23,0.495581,0.29941,4.536,0.8907
452,-100,-120.0,40,5.0,10.5,-27.11,11.1353,-71,2.6,116.94,0.429446,0.257424,1.7467,0.9477
454,-100,-120.0,40,5.0,11.5,-27.44,12.4991,-81,4.51,114.59,0.459995,0.305507,5.9746,0.8382
453,-100,-120.0,40,5.0,11.0,-27.43,11.676,-71,1.29,118.49,0.37706,0.20285,0.8986,0.9731
455,-100,-120.0,40,5.0,12.0,-28.06,12.6679,-80,3.84,115.51,0.474725,0.279857,2.6758,0.9315
456,-100,-120.0,40,5.0,12.5,-26.7,13.0196,-86,2.33,117.25,0.421111,0.230587,2.4463,0.9294
457,-100,-120.0,40,5.0,13.0,-27.41,13.8167,-84,1.88,117.76,0.404196,0.225369,1.6838,0.9598
459,-100,-120.0,40,5.0,14.0,-26.69,14.619,-88,1.61,118.03,0.403433,0.222298,0.9461,0.9692
458,-100,-120.0,40,5.0,13.5,-27.43,14.2207,-98,2.52,117.04,0.481403,0.250802,2.0855,0.938
460,-100,-115.0,40,1.0,1.0,-85.15,1.7445,-91,3.1,116.29,0.443146,0.257685,2.1285,0.9407
461,-100,-115.0,40,1.0,1.5,-85.08,2.2891,-94,1.81,117.85,0.42114,0.229456,0.9481,0.9668
462,-100,-115.0,40,1.0,2.0,-84.66,2.2633,-94,2.19,117.55,0.439749,0.252268,1.4059,0.9586
465,-100,-115.0,40,1.0,3.5,-84.83,3.6868,-99,4.74,114.3,0.463739,0.302454,4.8201,0.8649
463,-100,-115.0,40,1.0,2.5,-84.69,2.8318,-97,3.96,115.32,0.465792,0.282881,3.971,0.8931
464,-100,-115.0,40,1.0,3.0,-84.81,3.2508,-97,2.89,116.53,0.451136,0.258926,3.205,0.9071
466,-100,-115.0,40,1.0,4.0,-84.84,4.136,-100,2.23,117.4,0.425867,0.239579,2.0422,0.9479
467,-100,-115.0,40,1.0,4.5,-85.32,4.7107,-100,4.61,114.46,0.481679,0.288755,3.8999,0.8812
468,-100,-115.0,40,1.0,5.0,-85.61,5.2692,-100,1.24,118.66,0.382787,0.201529,1.1643,0.9644
469,-100,-115.0,40,1.0,5.5,-85.49,5.5282,-100,5.48,113.44,0.483233,0.313997,6.1614,0.8246
470,-100,-115.0,40,1.0,6.0,-84.65,6.1972,-100,8.08,110.38,0.51429,0.38206,9.3314,0.7553
471,-100,-115.0,40,1.0,6.5,-85.21,6.6283,-100,3.13,116.32,0.447424,0.259475,3.2509,0.9042
472,-100,-115.0,40,1.0,7.0,-84.96,7.0493,-100,10.58,107.38,0.568157,0.420522,12.0047,0.6605
474,-100,-115.0,40,1.0,8.0,-84.49,7.8554,-100,7.36,111.18,0.523354,0.341039,8.1365,0.7843
473,-100,-115.0,40,1.0,7.5,-86.04,7.3832,-100,2.2,117.46,0.423578,0.237375,1.1027,0.9662
475,-100,-115.0,40,1.0,8.5,-84.81,8.3402,-100,6.26,112.57,0.495993,0.320466,6.4141,0.8191
476,-100,-115.0,40,1.0,9.0,-84.71,8.6504,-100,2.4,117.19,0.432518,0.254259,1.5698,0.96
477,-100,-115.0,40,1.0,9.5,-84.66,9.137,-100,3.12,116.37,0.436732,0.262822,2.9971,0.9177
