id,RX_SENSITIVITY_DBM,RSSI_INFLECTION_POINT,TRANSMITTING_RANGE,PATH_LOSS_EXPONENT,AWGN_SIGMA,mean_rssi_dbm,loss_rate_pct,throughput_pkt_s,mean_delay_s
954,-100,-58.0,55.0,3.25,2.5,-45.0133,20.04,63.97,0.1385
955,-100,-58.0,55.0,3.25,3.0,-43.2567,20.05,63.96,0.1448
956,-100,-58.0,55.0,3.25,3.5,-43.7533,20.02,63.99,0.1541
957,-100,-58.0,55.0,3.25,4.0,-44.6167,20.02,63.99,0.1736
958,-100,-58.0,55.0,3.25,4.5,-43.3067,20.15,63.89,0.2083
959,-100,-58.0,55.0,3.25,5.0,-45.7033,20.04,63.97,0.163
960,-100,-58.0,55.0,3.25,5.5,-46.12,20.32,63.75,0.1832
961,-100,-58.0,55.0,3.25,6.0,-44.3833,20.02,63.99,0.1672
962,-100,-58.0,55.0,3.25,6.5,-43.72,20.03,63.98,0.1661
964,-100,-58.0,55.0,3.25,7.5,-43.0533,20.03,63.98,0.1482
963,-100,-58.0,55.0,3.25,7.0,-47.2033,21.83,62.54,0.2743
966,-100,-58.0,55.0,3.25,8.5,-42.5267,20.03,63.98,0.1601
965,-100,-58.0,55.0,3.25,8.0,-44.02,20.31,63.76,0.2011
967,-100,-58.0,55.0,3.25,9.0,-41.8333,20.04,63.98,0.1541
968,-100,-58.0,55.0,3.25,9.5,-43.6267,20.04,63.98,0.1959
970,-100,-58.0,55.0,3.5,1.0,-38.98,20.02,63.99,0.1515
969,-100,-58.0,55.0,3.25,10.0,-42.6467,21.25,63.0,0.2519
971,-100,-58.0,55.0,3.5,1.5,-41.9267,20.02,63.99,0.1524
972,-100,-58.0,55.0,3.5,2.0,-38.41,20.03,63.98,0.1518
973,-100,-58.0,55.0,3.5,2.5,-40.6533,20.03,63.99,0.1699
974,-100,-58.0,55.0,3.5,3.0,-39.9067,20.03,63.99,0.1948
975,-100,-58.0,55.0,3.5,3.5,-38.0567,20.02,63.99,0.1341
976,-100,-58.0,55.0,3.5,4.0,-39.8967,20.03,63.98,0.1573
977,-100,-58.0,55.0,3.5,4.5,-41.0167,20.03,63.98,0.1367
978,-100,-58.0,55.0,3.5,5.0,-39.0533,20.04,63.97,0.1464
979,-100,-58.0,55.0,3.5,5.5,-39.6533,20.04,63.97,0.1427
980,-100,-58.0,55.0,3.5,6.0,-40.0867,20.05,63.97,0.154
981,-100,-58.0,55.0,3.5,6.5,-39.4733,20.04,63.97,0.1443
982,-100,-58.0,55.0,3.5,7.0,-41.9333,20.04,63.98,0.1916
983,-100,-58.0,55.0,3.5,7.5,-40.49,20.03,63.98,0.1967
984,-100,-58.0,55.0,3.5,8.0,-42.12,20.03,63.98,0.1646
985,-100,-58.0,55.0,3.5,8.5,-44.32,20.03,63.98,0.1841
986,-100,-58.0,55.0,3.5,9.0,-41.7833,20.07,63.96,0.2094
987,-100,-58.0,55.0,3.5,9.5,-40.2667,20.09,63.93,0.1892
988,-100,-58.0,55.0,3.5,10.0,-40.34,20.05,63.97,0.1572
989,-100,-58.0,55.0,3.75,1.0,-36.0233,20.04,63.98,0.1808
990,-100,-58.0,55.0,3.75,1.5,-35.8867,20.03,63.98,0.1458
991,-100,-58.0,55.0,3.75,2.0,-36.0067,20.04,63.97,0.1432
992,-100,-58.0,55.0,3.75,2.5,-37.0367,20.03,63.98,0.1504
993,-100,-58.0,55.0,3.75,3.0,-37.2167,20.04,63.97,0.1329
994,-100,-58.0,55.0,3.75,3.5,-32.8033,20.02,63.99,0.1447
996,-100,-58.0,55.0,3.75,4.5,-35.03,20.04,63.97,0.1643
995,-100,-58.0,55.0,3.75,4.0,-39.2967,20.03,63.98,0.1448
997,-100,-58.0,55.0,3.75,5.0,-33.7933,20.03,63.98,0.1335
999,-100,-58.0,55.0,3.75,6.0,-37.4233,20.04,63.97,0.1329
998,-100,-58.0,55.0,3.75,5.5,-38.3167,20.03,63.99,0.1735
1001,-100,-58.0,55.0,3.75,7.0,-38.4733,20.03,63.99,0.1554
1000,-100,-58.0,55.0,3.75,6.5,-34.5867,20.04,63.97,0.1384
1002,-100,-58.0,55.0,3.75,7.5,-32.7567,20.03,63.98,0.1566
1003,-100,-58.0,55.0,3.75,8.0,-37.46,20.03,63.98,0.1492
1004,-100,-58.0,55.0,3.75,8.5,-36.6167,20.04,63.97,0.1484
1005,-100,-58.0,55.0,3.75,9.0,-35.4133,20.04,63.97,0.1406
1006,-100,-58.0,55.0,3.75,9.5,-36.19,20.03,63.98,0.1446
1008,-100,-58.0,55.0,4.0,1.0,-30.9633,20.03,63.98,0.131
1007,-100,-58.0,55.0,3.75,10.0,-36.29,20.03,63.99,0.1798
1009,-100,-58.0,55.0,4.0,1.5,-32.51,20.03,63.98,0.1312
1010,-100,-58.0,55.0,4.0,2.0,-33.95,20.03,63.99,0.1585
1011,-100,-58.0,55.0,4.0,2.5,-29.5167,20.04,63.97,0.1578
1012,-100,-58.0,55.0,4.0,3.0,-31.66,20.05,63.97,0.1543
1013,-100,-58.0,55.0,4.0,3.5,-29.9433,20.02,63.99,0.1396
1014,-100,-58.0,55.0,4.0,4.0,-28.5667,20.04,63.98,0.1402
1015,-100,-58.0,55.0,4.0,4.5,-31.0733,20.04,63.97,0.1518
1016,-100,-58.0,55.0,4.0,5.0,-30.4633,20.03,63.99,0.1505
1017,-100,-58.0,55.0,4.0,5.5,-31.3167,20.03,63.99,0.1483
1018,-100,-58.0,55.0,4.0,6.0,-31.6833,20.04,63.98,0.1499
1019,-100,-58.0,55.0,4.0,6.5,-31.9167,20.03,63.98,0.1714
1020,-100,-58.0,55.0,4.0,7.0,-30.36,20.02,63.99,0.1432
1021,-100,-58.0,55.0,4.0,7.5,-28.83,20.04,63.98,0.1935
1022,-100,-58.0,55.0,4.0,8.0,-29.5733,20.04,63.98,0.171
1027,-100,-56.0,25.0,2.0,1.0,-60.38,99.67,0.26,1.138
1023,-100,-58.0,55.0,4.0,8.5,-33.1233,20.02,63.98,0.1503
1028,-100,-56.0,25.0,2.0,1.5,-63.35,99.97,0.03,1.0508
1024,-100,-58.0,55.0,4.0,9.0,-30.5667,20.02,63.99,0.1609
1025,-100,-58.0,55.0,4.0,9.5,-31.9567,20.04,63.98,0.1636
1026,-100,-58.0,55.0,4.0,10.0,-33.0733,20.01,63.99,0.1558
1029,-100,-56.0,25.0,2.0,2.0,-68.25,99.99,0.01,2.2473
1030,-100,-56.0,25.0,2.0,2.5,-64.7,99.96,0.03,1.606
1032,-100,-56.0,25.0,2.0,3.5,-67.42,99.54,0.37,2.2394
1031,-100,-56.0,25.0,2.0,3.0,-65.56,99.93,0.05,2.2205
1033,-100,-56.0,25.0,2.0,4.0,-61.94,96.58,2.74,2.1932
1035,-100,-56.0,25.0,2.0,5.0,-68.115,98.32,1.35,2.2032
1034,-100,-56.0,25.0,2.0,4.5,-69.61,96.76,2.59,1.0888
1037,-100,-56.0,25.0,2.0,6.0,-71.35,95.22,3.83,1.4641
1036,-100,-56.0,25.0,2.0,5.5,-72.93,97.66,1.87,1.0937
1039,-100,-56.0,25.0,2.0,7.0,-71.4467,95.66,3.47,2.4628
1038,-100,-56.0,25.0,2.0,6.5,-71.0433,90.71,7.43,1.067
1040,-100,-56.0,25.0,2.0,7.5,-69.5333,90.71,7.43,1.5624
1042,-100,-56.0,25.0,2.0,8.5,-70.7233,86.1,11.12,1.146
1041,-100,-56.0,25.0,2.0,8.0,-69.66,87.38,10.09,1.1009
1043,-100,-56.0,25.0,2.0,9.0,-67.0967,76.92,18.47,1.0893
1044,-100,-56.0,25.0,2.0,9.5,-70.17,86.17,11.06,1.5473
1045,-100,-56.0,25.0,2.0,10.0,-69.7667,83.05,13.56,1.4645
1049,-100,-56.0,25.0,2.25,2.5,-65.27,99.91,0.07,2.344
1046,-100,-56.0,25.0,2.25,1.0,-60.07,99.71,0.23,2.3928
1050,-100,-56.0,25.0,2.25,3.0,-66.29,99.73,0.22,3.3587
1047,-100,-56.0,25.0,2.25,1.5,-65.6433,99.88,0.09,1.1317
1048,-100,-56.0,25.0,2.25,2.0,-59.95,96.67,2.67,0.9973
1051,-100,-56.0,25.0,2.25,3.5,-63.5633,93.26,5.39,1.0863
1052,-100,-56.0,25.0,2.25,4.0,-63.185,95.86,3.31,1.0869
1053,-100,-56.0,25.0,2.25,4.5,-66.3133,94.61,4.31,1.2082
1055,-100,-56.0,25.0,2.25,5.5,-69.9,97.22,2.22,1.2464
1054,-100,-56.0,25.0,2.25,5.0,-69.4067,84.81,12.15,0.8877
1056,-100,-56.0,25.0,2.25,6.0,-69.0933,90.22,7.82,1.0207
1057,-100,-56.0,25.0,2.25,6.5,-66.7267,83.21,13.43,1.1511
1058,-100,-56.0,25.0,2.25,7.0,-68.1567,87.44,10.05,1.5139
1059,-100,-56.0,25.0,2.25,7.5,-68.53,86.75,10.6,1.3825
1060,-100,-56.0,25.0,2.25,8.0,-69.1133,86.74,10.61,1.0997
1061,-100,-56.0,25.0,2.25,8.5,-69.0067,82.8,13.76,1.204
1062,-100,-56.0,25.0,2.25,9.0,-67.4567,69.55,24.36,0.7741
1064,-100,-56.0,25.0,2.25,10.0,-66.9867,75.29,19.77,1.2707
1066,-100,-56.0,25.0,2.5,1.5,-62.0933,97.07,2.34,1.2901
1065,-100,-56.0,25.0,2.5,1.0,-62.14,79.11,16.72,0.5109
1063,-100,-56.0,25.0,2.25,9.5,-67.0333,68.97,24.83,0.7471
1067,-100,-56.0,25.0,2.5,2.0,-63.88,96.19,3.05,1.0724
1068,-100,-56.0,25.0,2.5,2.5,-62.0833,94.31,4.55,1.0869
1069,-100,-56.0,25.0,2.5,3.0,-63.9067,92.7,5.84,2.0023
1071,-100,-56.0,25.0,2.5,4.0,-63.83,91.74,6.61,2.3173
1070,-100,-56.0,25.0,2.5,3.5,-64.1033,95.76,3.39,1.77
1072,-100,-56.0,25.0,2.5,4.5,-66.3133,90.31,7.76,0.9811
1074,-100,-56.0,25.0,2.5,5.5,-64.6767,90.64,7.49,1.7249
1073,-100,-56.0,25.0,2.5,5.0,-66.4133,81.97,14.42,0.7835
1075,-100,-56.0,25.0,2.5,6.0,-66.9567,81.17,15.07,0.8175
1076,-100,-56.0,25.0,2.5,6.5,-65.09,80.98,15.21,1.1067
1078,-100,-56.0,25.0,2.5,7.5,-63.67,70.44,23.65,0.8389
1080,-100,-56.0,25.0,2.5,8.5,-66.72,71.83,22.54,0.6556
1079,-100,-56.0,25.0,2.5,8.0,-64.0033,75.09,19.93,1.3083
1077,-100,-56.0,25.0,2.5,7.0,-63.12,64.08,28.74,0.5989
1081,-100,-56.0,25.0,2.5,9.0,-65.6933,69.83,24.14,0.9629
1083,-100,-56.0,25.0,2.5,10.0,-65.0367,71.15,23.09,1.3127
1082,-100,-56.0,25.0,2.5,9.5,-62.8667,55.95,35.24,0.7529
1084,-100,-56.0,25.0,2.75,1.0,-57.5333,73.67,21.06,0.5992
1085,-100,-56.0,25.0,2.75,1.5,-59.3167,91.82,6.54,0.9886
1086,-100,-56.0,25.0,2.75,2.0,-59.29,66.03,27.18,0.4477
1088,-100,-56.0,25.0,2.75,3.0,-59.7333,70.84,23.33,0.4104
1087,-100,-56.0,25.0,2.75,2.5,-53.205,62.14,30.29,0.2782
1089,-100,-56.0,25.0,2.75,3.5,-61.79,77.56,17.96,0.6111
1090,-100,-56.0,25.0,2.75,4.0,-61.7333,75.95,19.24,0.7144
1092,-100,-56.0,25.0,2.75,5.0,-61.86,79.54,16.36,1.1854
1091,-100,-56.0,25.0,2.75,4.5,-62.7233,77.68,17.86,0.9593
1093,-100,-56.0,25.0,2.75,5.5,-62.56,71.24,23.01,0.7291
1094,-100,-56.0,25.0,2.75,6.0,-59.7467,62.39,30.09,1.0032
1096,-100,-56.0,25.0,2.75,7.0,-62.3167,72.23,22.22,1.0086
1095,-100,-56.0,25.0,2.75,6.5,-61.2267,65.42,27.67,0.8106
1097,-100,-56.0,25.0,2.75,7.5,-63.4533,70.2,23.84,0.892
1098,-100,-56.0,25.0,2.75,8.0,-62.54,61.36,30.92,0.6881
1103,-100,-56.0,25.0,3.0,1.0,-56.9767,71.36,22.91,0.202
1099,-100,-56.0,25.0,2.75,8.5,-62.7633,60.55,31.57,0.769
1101,-100,-56.0,25.0,2.75,9.5,-62.74,61.62,30.71,0.8967
1100,-100,-56.0,25.0,2.75,9.0,-61.3767,51.87,38.51,0.713
1104,-100,-56.0,25.0,3.0,1.5,-56.6733,67.87,25.71,0.4258
1102,-100,-56.0,25.0,2.75,10.0,-58.5167,38.42,49.26,0.6072
1105,-100,-56.0,25.0,3.0,2.0,-57.6933,59.29,32.56,0.4239
1108,-100,-56.0,25.0,3.0,3.5,-57.6267,69.63,24.3,0.4702
1107,-100,-56.0,25.0,3.0,3.0,-54.8367,64.57,28.35,0.4332
1106,-100,-56.0,25.0,3.0,2.5,-55.5933,47.13,42.3,0.3388
1109,-100,-56.0,25.0,3.0,4.0,-54.2933,42.22,46.23,0.3621
1110,-100,-56.0,25.0,3.0,4.5,-56.17,52.23,38.22,0.4221
1112,-100,-56.0,25.0,3.0,5.5,-57.28,48.78,40.99,0.3771
1111,-100,-56.0,25.0,3.0,5.0,-56.7433,39.43,48.46,0.505
1113,-100,-56.0,25.0,3.0,6.0,-56.2033,43.37,45.31,0.596
1115,-100,-56.0,25.0,3.0,7.0,-55.2033,36.27,51.0,0.4087
1114,-100,-56.0,25.0,3.0,6.5,-56.25,39.08,48.74,0.5662
1116,-100,-56.0,25.0,3.0,7.5,-59.3,47.99,41.61,0.5738
1117,-100,-56.0,25.0,3.0,8.0,-61.2767,63.87,28.91,0.9413
1120,-100,-56.0,25.0,3.0,9.5,-61.6167,64.46,28.43,1.0718
1118,-100,-56.0,25.0,3.0,8.5,-58.1167,41.84,46.53,0.6592
1119,-100,-56.0,25.0,3.0,9.0,-58.9733,42.97,45.62,0.6413
1121,-100,-56.0,25.0,3.0,10.0,-60.1033,50.29,39.77,0.7583
1122,-100,-56.0,25.0,3.25,1.0,-53.94,57.59,33.92,0.5084
1125,-100,-56.0,25.0,3.25,2.5,-55.5267,64.34,28.54,0.3903
1124,-100,-56.0,25.0,3.25,2.0,-54.1767,51.85,38.52,0.4573
1123,-100,-56.0,25.0,3.25,1.5,-55.12,48.85,40.93,0.2624
1126,-100,-56.0,25.0,3.25,3.0,-55.72,62.64,29.89,0.332
1127,-100,-56.0,25.0,3.25,3.5,-54.2533,40.02,47.99,0.3227
1129,-100,-56.0,25.0,3.25,4.5,-53.4867,39.92,48.07,0.4324
1128,-100,-56.0,25.0,3.25,4.0,-51.4967,30.72,55.42,0.391
1130,-100,-56.0,25.0,3.25,5.0,-55.2967,59.82,32.15,0.5446
1132,-100,-56.0,25.0,3.25,6.0,-55.6733,52.33,38.14,0.5842
1131,-100,-56.0,25.0,3.25,5.5,-57.4867,45.25,43.8,0.4399
1133,-100,-56.0,25.0,3.25,6.5,-55.0333,40.3,47.76,0.4376
1134,-100,-56.0,25.0,3.25,7.0,-54.52,38.07,49.55,0.3844
1136,-100,-56.0,25.0,3.25,8.0,-54.3033,39.28,48.58,0.4222
1135,-100,-56.0,25.0,3.25,7.5,-53.0933,35.02,51.99,0.5663
1137,-100,-56.0,25.0,3.25,8.5,-55.3933,39.43,48.46,0.5474
1138,-100,-56.0,25.0,3.25,9.0,-54.9067,34.89,52.09,0.5271
1141,-100,-56.0,25.0,3.5,1.0,-50.9033,46.76,42.59,0.2384
1139,-100,-56.0,25.0,3.25,9.5,-56.4,39.92,48.07,0.48
1140,-100,-56.0,25.0,3.25,10.0,-53.49,29.98,56.02,0.4214
1142,-100,-56.0,25.0,3.5,1.5,-49.09,29.75,56.2,0.2927
1143,-100,-56.0,25.0,3.5,2.0,-51.14,41.68,46.66,0.287
1144,-100,-56.0,25.0,3.5,2.5,-50.23,42.33,46.15,0.4027
1145,-100,-56.0,25.0,3.5,3.0,-52.9833,52.91,37.68,0.3937
1146,-100,-56.0,25.0,3.5,3.5,-49.6833,44.04,44.77,0.2693
1148,-100,-56.0,25.0,3.5,4.5,-50.0467,39.79,48.17,0.4364
1147,-100,-56.0,25.0,3.5,4.0,-50.46,27.54,57.97,0.3617
1149,-100,-56.0,25.0,3.5,5.0,-51.7,41.51,46.8,0.4451
1150,-100,-56.0,25.0,3.5,5.5,-49.87,21.65,62.69,0.2567
1152,-100,-56.0,25.0,3.5,6.5,-51.3133,37.63,49.9,0.3823
1151,-100,-56.0,25.0,3.5,6.0,-51.1433,23.6,61.13,0.3026
1153,-100,-56.0,25.0,3.5,7.0,-53.9567,36.87,50.5,0.4429
1154,-100,-56.0,25.0,3.5,7.5,-51.5667,35.83,51.34,0.3579
1155,-100,-56.0,25.0,3.5,8.0,-52.41,31.74,54.61,0.393
1156,-100,-56.0,25.0,3.5,8.5,-51.8667,28.06,57.56,0.352
1157,-100,-56.0,25.0,3.5,9.0,-49.5467,28.05,57.56,0.3386
1158,-100,-56.0,25.0,3.5,9.5,-53.3967,30.44,55.64,0.4256
1160,-100,-56.0,25.0,3.75,1.0,-47.5433,27.41,58.07,0.2375
1161,-100,-56.0,25.0,3.75,1.5,-49.0067,36.92,50.47,0.3299
1159,-100,-56.0,25.0,3.5,10.0,-53.5167,30.67,55.47,0.458
1162,-100,-56.0,25.0,3.75,2.0,-49.3133,20.72,63.43,0.2077
1164,-100,-56.0,25.0,3.75,3.0,-47.3467,34.78,52.18,0.2646
1163,-100,-56.0,25.0,3.75,2.5,-50.7433,27.96,57.63,0.2767
1165,-100,-56.0,25.0,3.75,3.5,-47.9133,34.38,52.5,0.2875
1166,-100,-56.0,25.0,3.75,4.0,-46.7367,31.91,54.48,0.3104
1167,-100,-56.0,25.0,3.75,4.5,-49.0567,23.57,61.15,0.3406
1168,-100,-56.0,25.0,3.75,5.0,-46.1733,20.1,63.93,0.1958
1169,-100,-56.0,25.0,3.75,5.5,-48.7267,20.4,63.68,0.2506
1170,-100,-56.0,25.0,3.75,6.0,-45.7333,23.58,61.14,0.26
1171,-100,-56.0,25.0,3.75,6.5,-47.6533,23.08,61.54,0.2605
1172,-100,-56.0,25.0,3.75,7.0,-47.3633,20.21,63.84,0.2528
1173,-100,-56.0,25.0,3.75,7.5,-49.2067,30.04,55.97,0.3208
1175,-100,-56.0,25.0,3.75,8.5,-44.4933,20.26,63.8,0.2041
1174,-100,-56.0,25.0,3.75,8.0,-48.86,24.63,60.3,0.3158
1176,-100,-56.0,25.0,3.75,9.0,-47.8167,27.44,58.05,0.3518
1178,-100,-56.0,25.0,3.75,10.0,-46.7367,21.67,62.67,0.3012
1177,-100,-56.0,25.0,3.75,9.5,-48.6033,25.87,59.31,0.3906
1179,-100,-56.0,25.0,4.0,1.0,-44.7433,23.75,61.01,0.2356
1180,-100,-56.0,25.0,4.0,1.5,-44.17,20.64,63.49,0.2137
1181,-100,-56.0,25.0,4.0,2.0,-45.65,21.21,63.05,0.2161
1182,-100,-56.0,25.0,4.0,2.5,-46.0167,36.53,50.77,0.2675
1183,-100,-56.0,25.0,4.0,3.0,-44.9467,20.67,63.47,0.2154
1185,-100,-56.0,25.0,4.0,4.0,-45.9333,20.03,63.97,0.1979
1184,-100,-56.0,25.0,4.0,3.5,-46.7767,30.08,55.94,0.2706
1187,-100,-56.0,25.0,4.0,5.0,-44.9667,20.06,63.96,0.1976
1186,-100,-56.0,25.0,4.0,4.5,-45.1267,21.84,62.53,0.2359
1188,-100,-56.0,25.0,4.0,5.5,-44.8767,20.06,63.96,0.1824
1189,-100,-56.0,25.0,4.0,6.0,-45.7333,20.05,63.97,0.2295
1190,-100,-56.0,25.0,4.0,6.5,-44.54,20.31,63.75,0.1902
1191,-100,-56.0,25.0,4.0,7.0,-44.35,20.43,63.67,0.2338
1192,-100,-56.0,25.0,4.0,7.5,-48.0833,29.37,56.51,0.3602
1193,-100,-56.0,25.0,4.0,8.0,-43.63,20.06,63.95,0.1953
1194,-100,-56.0,25.0,4.0,8.5,-46.58,23.21,61.44,0.29
1198,-100,-56.0,40.0,2.0,1.0,-62.59,99.95,0.04,1.0996
1200,-100,-56.0,40.0,2.0,2.0,-63.7467,99.48,0.42,2.0519
1199,-100,-56.0,40.0,2.0,1.5,-61.28,89.37,8.5,0.6115
1195,-100,-56.0,25.0,4.0,9.0,-47.5233,21.99,62.41,0.3159
1197,-100,-56.0,25.0,4.0,10.0,-45.73,26.21,59.04,0.3165
1202,-100,-56.0,40.0,2.0,3.0,-63.115,97.06,2.35,2.3537
1196,-100,-56.0,25.0,4.0,9.5,-47.3467,21.15,63.07,0.2779
1201,-100,-56.0,40.0,2.0,2.5,-61.865,84.91,12.07,0.6141
1203,-100,-56.0,40.0,2.0,3.5,-62.46,95.06,3.95,1.7384
1205,-100,-56.0,40.0,2.0,4.5,-67.5667,97.72,1.83,1.6156
1204,-100,-56.0,40.0,2.0,4.0,-69.21,95.37,3.71,0.9853
1206,-100,-56.0,40.0,2.0,5.0,-66.5833,92.33,6.14,1.3477
1209,-100,-56.0,40.0,2.0,6.5,-68.0433,92.07,6.34,1.5513
1207,-100,-56.0,40.0,2.0,5.5,-65.6,79.61,16.31,0.821
1208,-100,-56.0,40.0,2.0,6.0,-67.27,90.71,7.43,1.2074
1211,-100,-56.0,40.0,2.0,7.5,-69.29,85.96,11.24,1.0776
1210,-100,-56.0,40.0,2.0,7.0,-64.4133,77.3,18.17,1.1266
1212,-100,-56.0,40.0,2.0,8.0,-69.95,90.94,7.25,1.8022
1214,-100,-56.0,40.0,2.0,9.0,-69.7367,84.94,12.05,1.4266
1213,-100,-56.0,40.0,2.0,8.5,-67.02,75.91,19.28,1.0545
1215,-100,-56.0,40.0,2.0,9.5,-70.0133,79.62,16.31,1.0375
1217,-100,-56.0,40.0,2.25,1.0,-57.4,76.75,18.6,0.2243
1216,-100,-56.0,40.0,2.0,10.0,-67.5367,77.45,18.04,1.3391
1219,-100,-56.0,40.0,2.25,2.0,-62.59,99.41,0.47,3.3756
1218,-100,-56.0,40.0,2.25,1.5,-58.31,88.54,9.17,0.9868
1221,-100,-56.0,40.0,2.25,3.0,-62.2267,77.27,18.18,0.524
1220,-100,-56.0,40.0,2.25,2.5,-59.665,91.15,7.08,1.0115
1223,-100,-56.0,40.0,2.25,4.0,-64.7933,93.05,5.56,1.7419
1222,-100,-56.0,40.0,2.25,3.5,-63.7233,89.67,8.26,1.6364
1224,-100,-56.0,40.0,2.25,4.5,-62.6833,82.26,14.19,1.0916
1226,-100,-56.0,40.0,2.25,5.5,-64.3567,80.92,15.26,0.9854
1225,-100,-56.0,40.0,2.25,5.0,-62.5167,68.16,25.47,0.6331
1227,-100,-56.0,40.0,2.25,6.0,-61.0133,60.02,31.99,0.697
1228,-100,-56.0,40.0,2.25,6.5,-64.14,70.49,23.61,0.6143
1229,-100,-56.0,40.0,2.25,7.0,-63.4267,75.02,19.98,1.3351
1231,-100,-56.0,40.0,2.25,8.0,-60.3733,56.69,34.65,0.8682
1232,-100,-56.0,40.0,2.25,8.5,-62.7067,66.28,26.98,1.1414
1230,-100,-56.0,40.0,2.25,7.5,-61.84,59.77,32.18,0.7715
1233,-100,-56.0,40.0,2.25,9.0,-64.0367,66.14,27.09,1.1414
1236,-100,-56.0,40.0,2.5,1.0,-56.85,78.11,17.51,0.6225
1234,-100,-56.0,40.0,2.25,9.5,-62.3933,58.59,33.13,0.9626
1238,-100,-56.0,40.0,2.5,2.0,-54.805,73.91,20.87,0.8201
1235,-100,-56.0,40.0,2.25,10.0,-62.4067,56.31,34.95,0.9707
1237,-100,-56.0,40.0,2.5,1.5,-59.37,67.91,25.68,0.304
1239,-100,-56.0,40.0,2.5,2.5,-59.74,72.59,21.93,0.1967
1240,-100,-56.0,40.0,2.5,3.0,-60.06,70.9,23.28,0.8868
1241,-100,-56.0,40.0,2.5,3.5,-58.13,53.51,37.19,0.4745
1242,-100,-56.0,40.0,2.5,4.0,-55.18,44.85,44.13,0.4471
1243,-100,-56.0,40.0,2.5,4.5,-57.58,51.72,38.62,0.589
1244,-100,-56.0,40.0,2.5,5.0,-59.7033,60.68,31.46,0.6607
1245,-100,-56.0,40.0,2.5,5.5,-58.68,65.33,27.74,0.7306
1249,-100,-56.0,40.0,2.5,7.5,-62.1667,62.82,29.74,0.6633
1246,-100,-56.0,40.0,2.5,6.0,-57.7933,47.71,41.84,0.5258
1248,-100,-56.0,40.0,2.5,7.0,-59.1667,53.34,37.33,0.5646
1247,-100,-56.0,40.0,2.5,6.5,-58.1767,49.9,40.09,0.6994
1250,-100,-56.0,40.0,2.5,8.0,-57.7333,44.33,44.54,0.6967
1252,-100,-56.0,40.0,2.5,9.0,-60.98,58.91,32.87,0.7154
1251,-100,-56.0,40.0,2.5,8.5,-61.5967,58.02,33.59,0.6476
1253,-100,-56.0,40.0,2.5,9.5,-57.3,39.45,48.45,0.6593
1255,-100,-56.0,40.0,2.75,1.0,-58.0233,59.12,32.7,0.3786
1254,-100,-56.0,40.0,2.5,10.0,-62.6433,55.25,35.8,0.8647
1256,-100,-56.0,40.0,2.75,1.5,-57.5367,70.87,23.31,0.37
1257,-100,-56.0,40.0,2.75,2.0,-55.3233,53.22,37.43,0.4217
1259,-100,-56.0,40.0,2.75,3.0,-56.5433,64.34,28.53,0.3574
1260,-100,-56.0,40.0,2.75,3.5,-57.98,65.94,27.25,0.327
1258,-100,-56.0,40.0,2.75,2.5,-56.3233,51.46,38.83,0.5311
1261,-100,-56.0,40.0,2.75,4.0,-58.2,56.7,34.64,0.7255
1264,-100,-56.0,40.0,2.75,5.5,-56.8567,46.55,42.76,0.7728
1262,-100,-56.0,40.0,2.75,4.5,-53.95,49.33,40.54,0.4364
1263,-100,-56.0,40.0,2.75,5.0,-54.6567,31.99,54.41,0.4343
1265,-100,-56.0,40.0,2.75,6.0,-55.8167,39.56,48.36,0.3578
1266,-100,-56.0,40.0,2.75,6.5,-58.08,55.09,35.93,0.5676
1267,-100,-56.0,40.0,2.75,7.0,-55.2533,39.9,48.08,0.5549
1268,-100,-56.0,40.0,2.75,7.5,-54.7967,30.73,55.42,0.4785
1271,-100,-56.0,40.0,2.75,9.0,-59.27,50.5,39.61,0.7688
1269,-100,-56.0,40.0,2.75,8.0,-56.11,34.42,52.47,0.5513
1270,-100,-56.0,40.0,2.75,8.5,-58.19,45.44,43.65,0.5755
1272,-100,-56.0,40.0,2.75,9.5,-56.62,39.59,48.33,0.6004
1274,-100,-56.0,40.0,3.0,1.0,-47.6967,21.98,62.42,0.2112
1273,-100,-56.0,40.0,2.75,10.0,-56.17,33.88,52.9,0.5153
1275,-100,-56.0,40.0,3.0,1.5,-53.93,56.92,34.46,0.3627
1276,-100,-56.0,40.0,3.0,2.0,-52.8333,44.99,44.01,0.2074
1277,-100,-56.0,40.0,3.0,2.5,-50.98,38.75,49.0,0.3406
1278,-100,-56.0,40.0,3.0,3.0,-50.06,23.74,61.01,0.2369
1279,-100,-56.0,40.0,3.0,3.5,-51.5567,44.09,44.74,0.2279
1280,-100,-56.0,40.0,3.0,4.0,-54.03,39.99,48.01,0.3545
1281,-100,-56.0,40.0,3.0,4.5,-53.56,42.37,46.11,0.5747
1282,-100,-56.0,40.0,3.0,5.0,-50.83,24.25,60.61,0.3852
1283,-100,-56.0,40.0,3.0,5.5,-51.2733,26.74,58.62,0.3658
1285,-100,-56.0,40.0,3.0,6.5,-54.7367,38.84,48.93,0.5161
1284,-100,-56.0,40.0,3.0,6.0,-53.59,43.35,45.33,0.5646
1286,-100,-56.0,40.0,3.0,7.0,-51.5533,35.81,51.36,0.5103
1287,-100,-56.0,40.0,3.0,7.5,-54.0167,38.91,48.87,0.5811
1288,-100,-56.0,40.0,3.0,8.0,-50.7867,34.25,52.6,0.329
